seed,dimension,time,num_nodes,solution,termination
5,80,0.0,2495,14.534398073110935,Optimal
6,80,0.0,127117,Inf,Time limit reached
7,80,0.0,1489,14.152314903975583,Optimal
8,80,0.0,40259,2.8494896406451673,Optimal
9,80,0.0,3615,4.806333336421778,Optimal
10,80,0.0,119753,Inf,Time limit reached
1,85,0.0,2727,11.027272243390561,Optimal
2,85,0.0,1987,20.79354831394761,Optimal
3,85,0.0,2625,15.223463443761663,Optimal
4,85,0.0,16509,7.60998112021574,Optimal
5,85,0.0,2055,25.922031691186174,Optimal
6,85,0.0,2707,21.199279973912482,Optimal
7,85,0.0,4475,12.5461359886428,Optimal
8,85,0.0,2095,15.045216745808094,Optimal
9,85,0.0,2029,18.670855708002957,Optimal
10,85,0.0,1295,19.091774788970252,Optimal
1,90,0.0,8895,6.706372345805393,Optimal
2,90,0.0,106495,Inf,Time limit reached
3,90,0.0,116957,Inf,Time limit reached
4,90,0.0,3339,26.42792571746561,Optimal
5,90,0.0,4569,9.03928591904039,Optimal
6,90,0.0,2445,14.825101282846488,Optimal
7,90,0.0,1485,23.984765302702996,Optimal
8,90,0.0,1903,28.943858451258816,Optimal
9,90,0.0,9465,10.627568027097158,Optimal
10,90,0.0,1651,17.50772886900525,Optimal
1,95,0.0,10763,7.356136459710876,Optimal
2,95,0.0,11287,6.980783706396773,Optimal
3,95,0.0,1909,22.824579584216004,Optimal
4,95,0.0,3071,26.730412935260194,Optimal
5,95,0.0,4137,18.922804333168827,Optimal
6,95,0.0,98829,Inf,Time limit reached
7,95,0.0,101133,Inf,Time limit reached
8,95,0.0,100965,5.427512585408155,Time limit reached
9,95,0.0,57675,3.6219027107752475,Optimal
10,95,0.0,1645,24.71089744205015,Optimal
1,100,0.0,33537,4.40572830004109,Optimal
2,100,0.0,4901,11.367615643727941,Optimal
3,100,0.0,79197,Inf,Time limit reached
4,100,0.0,6941,15.124612158300112,Optimal
5,100,0.0,2857,24.127217576031416,Optimal
6,100,0.0,77299,Inf,Time limit reached
7,100,0.0,5179,10.478773769836284,Optimal
8,100,0.0,2715,24.108062329088092,Optimal
9,100,0.0,4933,14.724205035247767,Optimal
10,100,0.0,10397,10.043050960438807,Optimal
1,105,0.0,1807,25.149554912380935,Optimal
2,105,0.0,2707,28.165439210167303,Optimal
3,105,0.0,2865,26.30828136913797,Optimal
4,105,0.0,3139,23.879023656055132,Optimal
5,105,0.0,3929,16.271575472275806,Optimal
6,105,0.0,4681,12.78180215028388,Optimal
7,105,0.0,1939,32.74485714628976,Optimal
8,105,0.0,2703,34.08370219253861,Optimal
9,105,0.0,4657,21.806260851785286,Optimal
10,105,0.0,2969,36.323947867994825,Optimal
1,110,0.0,2803,16.671056222946532,Optimal
2,110,0.0,3405,11.966823137701905,Optimal
3,110,1.0,78247,Inf,Time limit reached
4,110,0.0,13569,7.967985643941883,Optimal
5,110,0.0,5545,10.25024936159738,Optimal
6,110,0.0,3365,13.946425273468936,Optimal
7,110,0.0,3157,35.086564684729964,Optimal
8,110,0.0,3433,21.71708743837894,Optimal
9,110,0.0,4535,13.451011097926838,Optimal
10,110,0.0,9289,21.364955262411247,Optimal
1,115,0.0,5633,11.776676103508732,Optimal
2,115,0.0,8225,6.810515140479183,Optimal
3,115,0.0,3349,36.36696522354398,Optimal
4,115,0.0,3125,40.30570005543882,Optimal
5,115,0.0,7733,9.555846786107765,Optimal
6,115,0.0,7447,15.221369848709204,Optimal
7,115,0.0,3391,38.798797287343895,Optimal
8,115,0.0,3085,30.704066464597354,Optimal
9,115,0.0,3369,21.53363128285961,Optimal
10,115,0.0,61497,Inf,Time limit reached
1,120,0.0,2729,35.64280338555795,Optimal
2,120,0.0,7749,8.320374692371876,Optimal
3,120,0.0,13013,18.074748060432633,Optimal
4,120,0.0,71623,Inf,Time limit reached
5,120,0.0,19443,7.687404610706818,Optimal
6,120,0.0,3915,14.909323182577655,Optimal
7,120,0.0,5457,9.898659221421164,Optimal
8,120,0.0,3107,23.34851412993006,Optimal
9,120,0.0,2345,33.42950496576607,Optimal
10,120,0.0,77151,Inf,Time limit reached
