seed,dimension,p,k,time,solution,termination,ncalls
3,26,130,6.0,384.831,5.998170344082331,OPTIMAL,18872
4,26,130,6.0,1800.451,5.037757043805911,Time limit reached,79448
5,26,130,6.0,1238.551,5.04277457237946,OPTIMAL,66265
6,26,130,6.0,145.844,4.084618122133698,OPTIMAL,7067
7,26,130,6.0,521.45,5.551365819982829,OPTIMAL,25541
8,26,130,6.0,1801.47,2.4904623553541563,Time limit reached,83624
9,26,130,6.0,40.726,5.767390891505263,OPTIMAL,2262
10,26,130,6.0,1801.944,2.0399755865374027,Time limit reached,84467
1,27,135,6.0,162.836,3.10866462066773,OPTIMAL,7882
2,27,135,6.0,763.087,3.613939111182163,OPTIMAL,35414
3,27,135,6.0,851.081,6.377443938471518,OPTIMAL,40876
4,27,135,6.0,1331.709,4.816536694787371,OPTIMAL,53321
5,27,135,6.0,1169.288,5.009688064248175,OPTIMAL,53411
6,27,135,6.0,44.222,3.8093869889692282,OPTIMAL,1914
7,27,135,6.0,146.07,5.734069052956908,OPTIMAL,6979
8,27,135,6.0,1801.65,2.247865447872372,Time limit reached,81534
9,27,135,6.0,26.567,5.795033269275499,OPTIMAL,1256
10,27,135,6.0,453.125,2.082768560879276,OPTIMAL,20190
1,28,140,6.0,572.059,3.021453087549278,OPTIMAL,22683
2,28,140,6.0,1800.399,3.7959262974493706,Time limit reached,67853
3,28,140,6.0,837.52,6.449544719835144,OPTIMAL,37573
4,28,140,6.0,1179.311,4.716504057817988,OPTIMAL,50039
5,28,140,6.0,1800.096,5.176891131084282,Time limit reached,79491
6,28,140,6.0,149.341,3.954622037877673,OPTIMAL,7071
7,28,140,6.0,1524.408,5.962622957672978,OPTIMAL,63417
8,28,140,6.0,1801.347,2.616260186955729,Time limit reached,79448
9,28,140,6.0,35.196,6.060032596950799,OPTIMAL,1832
10,28,140,6.0,1802.436,2.079002622948963,Time limit reached,72370
1,29,145,6.0,218.422,3.255397068719602,OPTIMAL,8086
2,29,145,6.0,566.174,3.784462810142961,OPTIMAL,23873
3,29,145,6.0,1800.08,6.517959364236611,Time limit reached,78423
4,29,145,6.0,1801.381,5.022077072203834,Time limit reached,66928
5,29,145,6.0,1800.637,5.317290722644149,Time limit reached,72840
6,29,145,6.0,57.655,4.116280950667715,OPTIMAL,2426
7,29,145,6.0,1800.875,6.032713297894729,Time limit reached,68042
8,29,145,6.0,1800.383,2.602661549015706,Time limit reached,75949
9,29,145,6.0,21.637,5.734539698611755,OPTIMAL,908
10,29,145,6.0,1802.498,2.4219082364508147,Time limit reached,65393
1,30,150,6.0,1800.217,3.6177972196873176,Time limit reached,63638
2,30,150,6.0,1800.734,4.115566751961235,Time limit reached,51467
3,30,150,6.0,994.046,6.401715731176486,OPTIMAL,43979
4,30,150,6.0,1801.356,4.973018804898767,Time limit reached,56483
5,30,150,6.0,1800.563,5.306261686907196,Time limit reached,67904
6,30,150,6.0,128.056,4.334812917701235,OPTIMAL,5191
7,30,150,6.0,358.822,5.955014138676084,OPTIMAL,14915
8,30,150,6.0,1802.536,2.8845659102818373,Time limit reached,74439
9,30,150,6.0,124.228,5.908317519582886,OPTIMAL,5020
10,30,150,6.0,1782.434,2.492389940096104,OPTIMAL,63074
